,[Substrate]/µM,Reaction Rate
0,0.0,-0.06923355501997892
1,7.142857142857143,1.5269640259866244
2,14.285714285714286,1.9100296071868033
3,21.42857142857143,1.8486470564295887
4,28.571428571428573,2.0763307735581678
5,35.714285714285715,2.167298064852982
6,42.85714285714286,2.2392677640672853
7,50.0,2.298800447710788
8,57.142857142857146,2.2281861233228764
9,64.28571428571429,2.325421085985986
10,71.42857142857143,2.3129586555180617
11,78.57142857142857,2.471586205943001
12,85.71428571428572,2.323672813966037
13,92.85714285714286,2.512805456733558
14,100.0,2.3132731585802495
