,[Substrate]/µM,Reaction Rate
0,0.0,-0.007350414723827626
1,7.142857142857143,0.48253280061013615
2,14.285714285714286,0.8048833382080496
3,21.42857142857143,0.9486166969188115
4,28.571428571428573,0.8882618072258847
5,35.714285714285715,0.978610682412292
6,42.85714285714286,0.9340319368986362
7,50.0,1.3471996115110842
8,57.142857142857146,1.0507447934641339
9,64.28571428571429,1.337384956401918
10,71.42857142857143,1.2098989323206646
11,78.57142857142857,1.238458082336478
12,85.71428571428572,1.0928537014413833
13,92.85714285714286,1.2374167142383434
14,100.0,1.239971863853434
