,[Substrate]/µM,Reaction Rate
0,0.0,-0.045021006528478874
1,7.142857142857143,0.6681590650547421
2,14.285714285714286,1.2132781966885224
3,21.42857142857143,1.347853422612031
4,28.571428571428573,1.4299084134468847
5,35.714285714285715,1.5823119181804772
6,42.85714285714286,1.7256199934847385
7,50.0,1.8392609675171692
8,57.142857142857146,1.7486946774210228
9,64.28571428571429,1.7757727315578753
10,71.42857142857143,1.8332842203740292
11,78.57142857142857,2.0053505128818947
12,85.71428571428572,1.8630998969108101
13,92.85714285714286,2.0083970014272765
14,100.0,1.975214286573577
