,[Substrate]/µM,Reaction Rate
0,0.0,-0.0840257619531597
1,7.142857142857143,0.7630266162116364
2,14.285714285714286,1.3412057398521942
3,21.42857142857143,1.6252732583634841
4,28.571428571428573,1.6685230488091956
5,35.714285714285715,1.9192464681212846
6,42.85714285714286,2.1743468864275726
7,50.0,2.314514437441581
8,57.142857142857146,2.3917126713141816
9,64.28571428571429,2.3955721928838023
10,71.42857142857143,2.3986754765584926
11,78.57142857142857,2.390425202242602
12,85.71428571428572,2.5336374547471
13,92.85714285714286,2.796058516475436
14,100.0,2.838565787534137
