,[Substrate]/µM,Reaction Rate
0,0.0,-0.07361893290281322
1,7.142857142857143,1.0727088158632425
2,14.285714285714286,1.6376474920966888
3,21.42857142857143,1.6657169863668988
4,28.571428571428573,2.1111186868519303
5,35.714285714285715,2.2403584873816884
6,42.85714285714286,2.06042959578498
7,50.0,2.262895220033285
8,57.142857142857146,2.397130445622608
9,64.28571428571429,2.515135481559853
10,71.42857142857143,2.428983989327017
11,78.57142857142857,2.3340994659452683
12,85.71428571428572,2.407058945239705
13,92.85714285714286,2.4320740100559926
14,100.0,2.470871579133212
