,[Substrate]/µM,Reaction Rate
0,0.0,-0.03079816462125586
1,7.142857142857143,0.8138153779813423
2,14.285714285714286,1.273770179198857
3,21.42857142857143,1.7623184620284273
4,28.571428571428573,1.903436973216901
5,35.714285714285715,2.094922138507872
6,42.85714285714286,2.2201728109389425
7,50.0,2.397874739265135
8,57.142857142857146,2.6001217288624434
9,64.28571428571429,2.746610313724629
10,71.42857142857143,2.8220478519145287
11,78.57142857142857,2.7755565485127294
12,85.71428571428572,3.0112270903717215
13,92.85714285714286,2.964130991672114
14,100.0,2.988000604731141
