,[Substrate]/µM,Reaction Rate
0,0.0,0.1190945766740333
1,7.142857142857143,0.3050285467910237
2,14.285714285714286,0.4464487860647597
3,21.42857142857143,0.9076655216555174
4,28.571428571428573,0.9306939959933641
5,35.714285714285715,1.0387685826762583
6,42.85714285714286,1.2324108317186169
7,50.0,1.1832544415380635
8,57.142857142857146,1.4302437122366247
9,64.28571428571429,1.3767967477137169
10,71.42857142857143,1.533442038471068
11,78.57142857142857,1.527016171883874
12,85.71428571428572,1.5764445911038063
13,92.85714285714286,1.7257890627038666
14,100.0,1.628298797065016
