,[Substrate]/µM,Reaction Rate
0,0.0,-0.05089030102406751
1,7.142857142857143,0.5857383380391248
2,14.285714285714286,1.0148243206340994
3,21.42857142857143,1.5437865188894313
4,28.571428571428573,1.9448950021922038
5,35.714285714285715,2.0705966843663357
6,42.85714285714286,2.058703647803389
7,50.0,2.3611589386193073
8,57.142857142857146,2.67826522358776
9,64.28571428571429,2.729333152436158
10,71.42857142857143,2.9224081258360224
11,78.57142857142857,2.912681283251008
12,85.71428571428572,3.1209712217581633
13,92.85714285714286,3.3347976779303057
14,100.0,3.134574508624177
