,[Substrate]/µM,Reaction Rate
0,0.0,0.008484926634844514
1,7.142857142857143,0.40678818291410523
2,14.285714285714286,0.8579331427173021
3,21.42857142857143,0.9446379479684593
4,28.571428571428573,1.0936622188982832
5,35.714285714285715,1.4613944236274414
6,42.85714285714286,1.5646772233462878
7,50.0,1.5674928348671247
8,57.142857142857146,1.613498970063175
9,64.28571428571429,1.8511697621778431
10,71.42857142857143,1.8162096237524163
11,78.57142857142857,1.8237898370033636
12,85.71428571428572,1.8512981849873
13,92.85714285714286,1.9998062413660456
14,100.0,1.9843191947540326
