,[Substrate]/µM,Reaction Rate
0,0.0,0.10484275584173758
1,7.142857142857143,0.817526650618274
2,14.285714285714286,1.1034202910965132
3,21.42857142857143,1.4689256121474665
4,28.571428571428573,1.8153498522395481
5,35.714285714285715,1.9472183678943598
6,42.85714285714286,2.1123497818678256
7,50.0,2.297034303145548
8,57.142857142857146,2.24676114563395
9,64.28571428571429,2.5041059059704875
10,71.42857142857143,2.8591762337810542
11,78.57142857142857,2.84312098738553
12,85.71428571428572,2.7527227514585713
13,92.85714285714286,2.7756601270862302
14,100.0,3.15304508584626
