,[Substrate]/µM,Reaction Rate
0,0.0,-0.024602765580389454
1,7.142857142857143,0.7479072030230545
2,14.285714285714286,1.522817665337992
3,21.42857142857143,1.7017360142207436
4,28.571428571428573,2.2289347221836553
5,35.714285714285715,2.5323424716545877
6,42.85714285714286,2.6789217391334343
7,50.0,2.8755536731564306
8,57.142857142857146,3.0596791370312877
9,64.28571428571429,3.292836820116671
10,71.42857142857143,3.0989725143965168
11,78.57142857142857,3.4152979123168175
12,85.71428571428572,3.451313575701324
13,92.85714285714286,3.560069976709267
14,100.0,3.5301658559687894
