,[Substrate]/µM,Reaction Rate
0,0.0,0.09633889776902524
1,7.142857142857143,0.746416702713044
2,14.285714285714286,0.8810790854421783
3,21.42857142857143,1.1581028964417102
4,28.571428571428573,1.3957336391856372
5,35.714285714285715,1.521094307610842
6,42.85714285714286,1.5607197608627434
7,50.0,1.6236449603719971
8,57.142857142857146,1.9644690063785104
9,64.28571428571429,1.7509290936310191
10,71.42857142857143,1.6909199879965433
11,78.57142857142857,1.8936248933478308
12,85.71428571428572,1.7620772283280965
13,92.85714285714286,1.9415549928594937
14,100.0,2.030400579929794
