,[Substrate]/µM,Reaction Rate
0,0.0,0.04336694942638326
1,7.142857142857143,0.7622002565257714
2,14.285714285714286,1.268005443034276
3,21.42857142857143,1.6065354958779325
4,28.571428571428573,1.8644371806550124
5,35.714285714285715,1.9690680174722517
6,42.85714285714286,2.210617042189129
7,50.0,2.4538572999421664
8,57.142857142857146,2.6610836079059603
9,64.28571428571429,2.853301097076565
10,71.42857142857143,2.871983078803114
11,78.57142857142857,2.884413951939252
12,85.71428571428572,3.0134328948722344
13,92.85714285714286,3.177615811818287
14,100.0,3.357505112769755
